"TAIL_NUMBER","NUMBER_OF_SEATS","MANUFACTURER","MODEL",
"N674RJ",50,"Embraer","EMB-145",
"N674UA",198,"BoeingCo","B767-322DRPAX",
"N67501",179,"BoeingCo","B737-Max9PAX",
"N675AE",50,"Embraer","EMB-145",
"N675BR",50,"Bombardier","CRJ200-2B19",
"N675DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N675FE",0,"AIRBUS","A-300-600",
"N675NK",228,"AirbusIndustries","A-321-PSGR",
"N675UA",198,"BoeingCo","B767-322DRPAX",
"N676AE",50,"Embraer","EMB-145",
"N676CA",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N676DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N676FE",0,"AIRBUS","A-300-600",
"N676NK",228,"AirbusIndustries","A-321-PSGR",
"N676UA",198,"BoeingCo","B767-322DRPAX",
"N677AE",50,"Embraer","EMB-140",
"N677FE",0,"AIRBUS","A-300-600",
"N677NK",228,"AirbusIndustries","A-321-PSGR",
"N677UA",198,"BoeingCo","B767-322DRPAX",
"N67812",173,"BoeingCo","B737-900ERPAX",
"N67815",173,"BoeingCo","B737-900ERPAX",
"N67827",173,"BoeingCo","B737-900ERPAX",
"N67845",173,"BoeingCo","B737-900ERPAX",
"N67846",173,"BoeingCo","B737-900ERPAX",
"N678AE",50,"Embraer","EMB-145",
"N678CA",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N678DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N678FE",0,"AIRBUS","A-300-600",
"N678NK",228,"AirbusIndustries","A-321-PSGR",
"N679AE",50,"Embraer","EMB-145",
"N679AW",150,"Airbus","A320-232",
"N679CA",76,"Bombardier","CRJ900-2D24",
"N679DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N679FE",0,"AIRBUS","A-300-600",
"N679NK",228,"AirbusIndustries","A-321-PSGR",
"N679SA",50,"Bombardier","CRJ200-2B19",
"N68061",235,"BoeingCo","B767-400PAX",
"N680AE",50,"Embraer","EMB-145",
"N680AW",150,"Airbus","A320-232",
"N680DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N680FE",0,"AIRBUS","A-300-600",
"N680NK",228,"AirbusIndustries","A-321-PSGR",
"N681AE",50,"Embraer","EMB-145",
"N681DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N681FE",0,"AIRBUS","A-300-600",
"N681NK",228,"AirbusIndustries","A-321-PSGR",
"N682DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N682FE",0,"AIRBUS","A-300-600",
"N682NK",228,"AirbusIndustries","A-321-PSGR",
"N683DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N683FE",0,"AIRBUS","A-300-600",
"N683NK",228,"AirbusIndustries","A-320-PSGR",
"N68452",173,"BoeingCo","B737-900ERPAX",
"N68453",173,"BoeingCo","B737-900ERPAX",
"N684DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N684FE",0,"AIRBUS","A-300-600",
"N684JW",50,"Embraer","EMB-145",
"N684NK",228,"AirbusIndustries","A-320-PSGR",
"N684UA",198,"BoeingCo","B767-322ERPAX",
"N685AE",50,"Embraer","EMB-145",
"N685BR",50,"Bombardier","CRJ200-2B19",
"N685DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N685FE",0,"AIRBUS","A-300-600",
"N685NK",228,"AirbusIndustries","A-320-PSGR",
"N685UA",198,"BoeingCo","B767-322ERPAX",
"N686BR",50,"BOMBARDIER","CRJ-200-PSGR",
"N686DA",199,"BOEINGCOMPANY","757-232-PSGR",
"N686FE",0,"AIRBUS","A-300-600",
"N686NK",228,"AirbusIndustries","A-320-PSGR",
"N686UA",198,"BoeingCo","B767-322ERPAX",
"N687DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N687FE",0,"AIRBUS","A-300",
"N687JS",50,"Embraer","EMB-145",
"N687NK",228,"AirbusIndustries","A-320-PSGR",
"N68801",173,"BoeingCo","B737-900ERPAX",
"N68802",173,"BoeingCo","B737-900ERPAX",
"N68805",173,"BoeingCo","B737-900ERPAX",
"N68807",173,"BoeingCo","B737-900ERPAX",
"N68811",173,"BoeingCo","B737-900ERPAX",
"N68817",173,"BoeingCo","B737-900ERPAX",
"N68821",173,"BoeingCo","B737-900ERPAX",
"N68822",173,"BoeingCo","B737-900ERPAX",
"N68823",173,"BoeingCo","B737-900ERPAX",
"N68834",173,"BoeingCo","B737-900ERPAX",
"N68836",173,"BoeingCo","B737-900ERPAX",
"N68842",173,"BoeingCo","B737-900ERPAX",
"N68843",173,"BoeingCo","B737-900ERPAX",
"N68880",173,"BoeingCo","B737-900ERPAX",
"N68891",173,"BoeingCo","B737-900ERPAX",
"N688AE",50,"Embraer","EMB-145",
"N688DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N688FE",0,"AIRBUS","A-300",
"N688SL",0,"Boeing","B757-200",
"N688XA",150,"Boeing","B-737-400PSGR",
"N689CA",76,"Bombardier","CRJ900-2D24",
"N689DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N689EC",50,"Embraer","EMB-145",
"N689FE",0,"AIRBUS","A-300",
"N69020",276,"BoeingCo","B777-200PAX",
"N69059",235,"BoeingCo","B767-400PAX",
"N69063",235,"BoeingCo","B767-400PAX",
"N690CA",70,"BombardierAerospace","CRJ70C",
"N690DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N690FE",0,"AIRBUS","A-300",
"N690NK",182,"AirbusIndustries","A-320-PSGR",
"N691AA",176,"Boeing","B757-223",
"N691CA",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N691FE",0,"AIRBUS","A-300",
"N691NK",182,"AirbusIndustries","A-320-PSGR",
"N692AA",176,"Boeing","B757-223",
"N692CA",76,"Bombardier","CRJ900-2D24",
"N692DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N692FE",0,"AIRBUS","A-300",
"N692NK",182,"AirbusIndustries","A-320-PSGR",
"N693AE",50,"Embraer","EMB-145",
"N693BR",50,"Bombardier","CRJ200-2B19",
"N693CA",76,"Bombardier","CRJ900-2D24",
"N693DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N693NK",182,"AirbusIndustries","A-320-PSGR",
"N694AE",50,"Embraer","EMB-145",
"N694DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N694NK",182,"AirbusIndustries","A-320-PSGR",
"N695CA",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N695DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N695NK",182,"AirbusIndustries","A-320-PSGR",
"N696AE",50,"Embraer","EMB-145",
"N696DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N696NK",182,"AirbusIndustries","A-320-PSGR",
"N697AB",50,"Embraer","EMB-145",
"N697DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N697NK",182,"AirbusIndustries","A-320-PSGR",
"N69804",173,"BoeingCo","B737-900ERPAX",
"N69806",173,"BoeingCo","B737-900ERPAX",
"N69810",173,"BoeingCo","B737-900ERPAX",
"N69813",173,"BoeingCo","B737-900ERPAX",
"N69816",173,"BoeingCo","B737-900ERPAX",
"N69818",173,"BoeingCo","B737-900ERPAX",
"N69819",173,"BoeingCo","B737-900ERPAX",
"N69824",173,"BoeingCo","B737-900ERPAX",
"N69826",173,"BoeingCo","B737-900ERPAX",
"N69829",173,"BoeingCo","B737-900ERPAX",
"N69830",173,"BoeingCo","B737-900ERPAX",
"N69833",173,"BoeingCo","B737-900ERPAX",
"N69835",173,"BoeingCo","B737-900ERPAX",
"N69838",173,"BoeingCo","B737-900ERPAX",
"N69839",173,"BoeingCo","B737-900ERPAX",
"N69840",173,"BoeingCo","B737-900ERPAX",
"N69847",173,"BoeingCo","B737-900ERPAX",
"N69885",173,"BoeingCo","B737-900ERPAX",
"N69888",173,"BoeingCo","B737-900ERPAX",
"N698AN",182,"Boeing","B757-223",
"N698CB",50,"Embraer","EMB-145",
"N698DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N698NK",182,"AirbusIndustries","A-320-PSGR",
"N699BR",50,"Bombardier","CRJ200-2B19",
"N699DL",199,"BOEINGCOMPANY","757-232-PSGR",
"N70020",128,"Airbus","A319-115",
"N700CK",0,"Boeing","747-4R7F",
"N700FX",0,"CESSNA","C-208B/3",
"N700GS",143,"THEBOEINGCO","B-737-7H4",
"N700KW",240,"Boeing","B-767-336PSGR",
"N700MK",16,"Gulfstream","G-650",
"N700UW",128,"Airbus","A319-112",
"N701BR",50,"Bombardier","CRJ200-2B19",
"N701CK",0,"Boeing","747-4B5F",
"N701DN",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N701FR",230,"Airbus","321-211",
"N701FX",0,"CESSNA","C-208B/3",
"N701GS",143,"THEBOEINGCO","B-737-7H4",
"N701SK",66,"Bombardier","CRJ700-2C10",
"N701UW",128,"Airbus","A319-112",
"N702BR",50,"Bombardier","CRJ200-2B19",
"N702CK",0,"Boeing","747-4B5F",
"N702DN",291,"BOEINGCOMPANY","777-232LR-PSGR",
"N702DR",13,"Bombardier","GlobalExpress",
"N702FR",230,"Airbus","321-211",
"N702FX",0,"CESSNA","C-208B/3",
"N702GT",0,"Boeing","B-777-F",
"N702PS",70,"GE","CRJ700",
"N702SK",66,"Bombardier","CRJ700-2C10",
"N702TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N702UW",128,"Airbus","A319-112",
"N703CK",0,"Boeing","747-4B5F",
"N703DN",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N703FX",0,"CESSNA","C-208B/3",
"N703GT",0,"Boeing","B-777-F",
"N703JB",150,"AirbusIndustrie","A320-232",
"N703KW",272,"Boeing","B-767-336PSGR",
"N703PS",70,"GE","CRJ700",
"N703SK",66,"Bombardier","CRJ700-2C10",
"N703SW",143,"THEBOEINGCO","B-737-7H4",
"N703TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N703UW",128,"Airbus","A319-112",
"N704DK",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N704FR",230,"Airbus","321-211",
"N704SW",143,"THEBOEINGCO","B-737-7H4",
"N704US",128,"Airbus","A319-112",
"N704X",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N705AA",0,"Boeing","B727-200",
"N705CK",0,"Boeing","747-485F",
"N705DN",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N705FR",230,"Airbus","321-211",
"N705FX",0,"CESSNA","C-208B/3",
"N705GT",0,"Boeing","B-777-F",
"N705JB",162,"AirbusIndustrie","A320-232",
"N705KW",280,"Boeing","B-767-336PSGR",
"N705PS",70,"GE","CRJ700",
"N705SK",66,"Bombardier","CRJ700-2C10",
"N705SW",143,"THEBOEINGCO","B-737-7H4",
"N705TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N705UW",128,"Airbus","A319-112",
"N706CK",0,"Boeing","747-485F",
"N706DN",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N706FR",230,"Airbus","321-211",
"N706FX",0,"CESSNA","C-208B/3",
"N706GT",0,"Boeing","B-777-F",
"N706JB",150,"AirbusIndustrie","A320-232",
"N706KW",280,"Boeing","B-767-336PSGR",
"N706PS",70,"GE","CRJ700",
"N706SK",66,"Bombardier","CRJ700-2C10",
"N706SW",143,"THEBOEINGCO","B-737-7H4",
"N706TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N707CK",0,"Boeing","747-4B5",
"N707DN",288,"BOEINGCOMPANY","777-232LR-PSGR",
"N707FX",0,"CESSNA","C-208B/3",
"N707SA",143,"THEBOEINGCO","B-737-7H4",
"N707SK",66,"Bombardier","CRJ700-2C10",
"N707TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N708CK",0,"Boeing","747-4B5F",
"N708DN",291,"BOEINGCOMPANY","777-232LR-PSGR",
"N708FR",230,"Airbus","321-211",
"N708JB",150,"AirbusIndustrie","A320-232",
"N708PS",70,"GE","CRJ700",
"N708S",100,"BOEING","B737-PSGR",
"N708SK",66,"Bombardier","CRJ700-2C10",
"N708UW",128,"Airbus","A319-112",
"N709BR",50,"Bombardier","CRJ200-2B19",
"N709CK",0,"Boeing","747-4B5",
"N709DN",291,"BOEINGCOMPANY","777-232LR-PSGR",
"N709FR",230,"Airbus","321-211",
"N709FX",0,"CESSNA","C-208B/3",
"N709JB",150,"AirbusIndustrie","A320-232",
"N709PS",70,"GE","CRJ700",
"N709S",100,"BOEING","B737-PSGR",
"N709SK",66,"Bombardier","CRJ700-2C10",
"N709SW",143,"THEBOEINGCO","B-737-7H4",
"N709TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N709UW",128,"Airbus","A319-112",
"N710CK",0,"Boeing","747-4B5F",
"N710DN",291,"BOEINGCOMPANY","777-232LR-PSGR",
"N710ET",8,"Dassault","FALCON2000",
"N710FR",230,"Airbus","321-211",
"N710FX",0,"CESSNA","C-208B/3",
"N710PS",70,"GE","CRJ700",
"N710SK",66,"Bombardier","CRJ700-2C10",
"N710SW",143,"THEBOEINGCO","B-737-7H4",
"N710TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N710UW",128,"Airbus","A319-112",
"N711FR",180,"Airbus","321-211",
"N711FX",0,"CESSNA","C-208B/3",
"N711HK",143,"THEBOEINGCO","B-737-7H4",
"N711UW",128,"Airbus","A319-112",
"N711ZX",168,"BOEINGCOMPANY","757-231-PSGR",
"N712CK",0,"Boeing","747-4B5F",
"N712FR",230,"Airbus","321-211",
"N712FX",0,"CESSNA","C-208B/3",
"N712JB",150,"AirbusIndustrie","A320-232",
"N712PS",70,"GE","CRJ700",
"N712SK",66,"Bombardier","CRJ700-2C10",
"N712SW",143,"THEBOEINGCO","B-737-7H4",
"N712TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N712US",128,"Airbus","A319-112",
"N713CK",0,"Boeing","747-4B5F",
"N713FR",230,"Airbus","321-211",
"N713FX",0,"CESSNA","C-208B/3",
"N713SK",66,"Bombardier","CRJ700-2C10",
"N713SW",143,"THEBOEINGCO","B-737-7H4",
"N713SY",126,"Boeing","B737-700",
"N713TW",168,"BOEINGCOMPANY","757-2Q8-PSGR",
"N713UW",128,"Airbus","A319-112",
"N71411",173,"BoeingCo","B737-900PAX",
"N714AX",0,"BOEING","767-200",
"N714CB",143,"THEBOEINGCO","B-737-7H4",
"N714FR",230,"Airbus","321-211",
"N714SA",0,"Boeing","B-777-F",
"N714US",128,"Airbus","A319-112",
"N715CK",0,"Boeing","747-4B5F",
"N715FR",230,"Airbus","321-211",
"N715FX",0,"CESSNA","C-208B/3",
"N715JB",150,"AirbusIndustrie","A320-232",
"N715SK",66,"Bombardier","CRJ700-2C10",
"N715SW",143,"THEBOEINGCO","B-737-7H4",
"N715UW",128,"Airbus","A319-112",
"N716CK",0,"Boeing","747-4B5F",
"N716FR",230,"Airbus","321-211",
"N716FX",0,"CESSNA","C-208B/3",
"N716PS",70,"GE","CRJ700",
"N716SK",66,"Bombardier","CRJ700-2C10",
"N716SW",143,"THEBOEINGCO","B-737-7H4",
"N716UW",128,"Airbus","A319-112",
"N717AN",304,"Boeing","B777-300",
"N717FD",0,"AIRBUS","A-300",
"N717FR",230,"Airbus","321-211",
"N717FX",0,"CESSNA","C-208B/3",
"N717JL",110,"BOEINGCOMPANY","717-200-PSGR",
"N717SA",143,"THEBOEINGCO","B-737-7H4",
"N717TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N717UW",128,"Airbus","A319-112",
"N718AN",304,"Boeing","B777-300",
"N718BA",0,"BOEING","B747-400",
"N718FR",230,"Airbus","321-211",
"N718FX",0,"CESSNA","C-208B/3",
"N718PS",70,"GE","CRJ700",
"N718SK",66,"Bombardier","CRJ700-2C10",
"N718SW",143,"THEBOEINGCO","B-737-7H4",
"N718TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N719AN",304,"Boeing","B777-300",
"N719FD",0,"AIRBUS","A-300",
"N719FR",230,"Airbus","321-211",
"N719FX",0,"CESSNA","C-208B/3",
"N719PS",70,"GE","CRJ700",
"N719SK",66,"Bombardier","CRJ700-2C10",
"N719SW",143,"THEBOEINGCO","B-737-7H4",
"N720AN",304,"Boeing","B777-300",
"N720FR",230,"Airbus","321-211",
"N720FX",0,"CESSNA","C-208B",
"N720PS",70,"GE","CRJ700",
"N720WN",143,"THEBOEINGCO","B-737-7H4",
"N721AN",304,"Boeing","B777-300",
"N721FD",0,"AIRBUS","A-300",
"N721FR",230,"Airbus","321-211",
"N721FX",0,"CESSNA","C-208B",
"N721TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N721UW",128,"Airbus","A319-112",
"N721YX",76,"Embraer","ERJ-170-200LR",
"N722AN",304,"Boeing","B777-300",
"N722FD",0,"AIRBUS","A-300",
"N722FR",230,"Airbus","321-211",
"N722FX",0,"CESSNA","C-208B/3",
"N722TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N722US",128,"Airbus","A319-112",
"N722YX",76,"Embraer","ERJ-170-200LR",
"N723AN",304,"Boeing","B777-300",
"N723FD",0,"AIRBUS","A-300",
"N723FR",230,"Airbus","321-211",
"N723FX",0,"CESSNA","C-208B/3",
"N723PS",70,"GE","CRJ700",
"N723SW",143,"THEBOEINGCO","B-737-7H4",
"N723TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N723UW",128,"Airbus","A319-112",
"N723YX",76,"Embraer","ERJ-170-200LR",
"N72405",173,"BoeingCo","B737-900PAX",
"N724AN",304,"Boeing","B777-300",
"N724CK",0,"Boeing","727-225",
"N724FD",0,"AIRBUS","A-300",
"N724FX",0,"CESSNA","C-208B/3",
"N724SK",66,"Bombardier","CRJ700-2C10",
"N724SW",143,"THEBOEINGCO","B-737-7H4",
"N724UW",128,"Airbus","A319-112",
"N724YX",76,"Embraer","ERJ-170-200LR",
"N725AN",304,"Boeing","B777-300",
"N725CK",0,"Boeing","727-224",
"N725FD",0,"AIRBUS","A-300",
"N725FX",0,"CESSNA","C-208B/3",
"N725PS",70,"GE","CRJ700",
"N725SW",143,"THEBOEINGCO","B-737-7H4",
"N725UW",128,"Airbus","A319-112",
"N725YX",76,"Embraer","ERJ-170-200LR",
"N726AN",304,"Boeing","B777-300",
"N726CK",0,"Boeing","727-2M7",
"N726FD",0,"AIRBUS","A-300",
"N726FX",0,"CESSNA","C-208B/3",
"N726SK",66,"Bombardier","CRJ700-2C10",
"N726SW",143,"THEBOEINGCO","B-737-7H4",
"N726US",0,"Boeing","727-223",
"N726YX",76,"Embraer","ERJ-170-200LR",
"N727AN",304,"Boeing","B777-300",
"N727FD",0,"AIRBUS","A-300",
"N727FX",0,"CESSNA","C-208B/3",
"N727SK",66,"Bombardier","CRJ700-2C10",
"N727SW",143,"THEBOEINGCO","B-737-7H4",
"N727TW",168,"BOEINGCOMPANY","757-231-PSGR",
"N727US",0,"Boeing","727-223",
"N727YX",76,"Embraer","ERJ-170-200LR",
"N728AN",304,"Boeing","B777-300",
"N728FD",0,"AIRBUS","A-300",
"N728FX",0,"CESSNA","C-208B/3",
"N728SK",66,"Bombardier","CRJ700-2C10",
"N728SW",143,"THEBOEINGCO","B-737-7H4",
"N728YX",76,"Embraer","ERJ-170-200LR",
"N729AN",304,"Boeing","B777-300",
"N729CK",0,"Boeing","727-264",
"N729FD",0,"AIRBUS","A-300",
"N729FX",0,"CESSNA","C-208B/3",
"N729JB",162,"AirbusIndustrie","A320-232",
"N729SW",143,"THEBOEINGCO","B-737-7H4",
"N729YX",76,"Embraer","ERJ-170-200LR",
"N730AN",304,"Boeing","B777-300",
"N730CK",0,"Boeing","737-4C9",
"N730FD",0,"AIRBUS","A-300",
"N730FX",0,"CESSNA","C-208B/3",
"N730SK",66,"Bombardier","CRJ700-2C10",
"N730SW",143,"THEBOEINGCO","B-737-7H4",
"N730US",128,"Airbus","A319-112",
"N730YX",76,"Embraer","ERJ-170-200LR",
"N731AN",304,"Boeing","B777-300",
"N731FD",0,"AIRBUS","A-300",
"N731FX",0,"CESSNA","C-208B/3",
"N731SA",143,"THEBOEINGCO","B-737-7H4",
"N731YX",76,"Embraer","ERJ-170-200LR",
"N73251",154,"BoeingCo","B737-800PAX",
"N73256",154,"BoeingCo","B737-800PAX",
"N73259",154,"BoeingCo","B737-800PAX",
"N73270",154,"BoeingCo","B737-800PAX",
"N73275",154,"BoeingCo","B737-800PAX",
"N73276",154,"BoeingCo","B737-800PAX",
"N73278",154,"BoeingCo","B737-800PAX",
"N73283",154,"BoeingCo","B737-800PAX",
"N73291",154,"BoeingCo","B737-800PAX",
"N73299",154,"BoeingCo","B737-800PAX",
"N732AN",304,"Boeing","B777-300",
"N732CK",0,"Boeing","737-405",
"N732FD",0,"AIRBUS","A-300",
"N732KA",58,"Boeing","737-500",
"N732SK",66,"Bombardier","CRJ700-2C10",
"N732SW",143,"THEBOEINGCO","B-737-7H4",
"N732US",128,"Airbus","A319-112",
"N732YX",76,"Embraer","ERJ-170-200LR",
"N733AR",304,"Boeing","B777-300",
"N733CK",0,"Boeing","737-436",
"N733FD",0,"AIRBUS","A-300",
"N733KA",68,"Boeing","737-800",
"N733SA",143,"THEBOEINGCO","B-737-7H4",
"N733UW",128,"Airbus","A319-112",
"N733YX",76,"Embraer","ERJ-170-200LR",
"N73406",173,"BoeingCo","B737-900PAX",
"N73445",173,"BoeingCo","B737-900ERPAX",
"N734AR",304,"Boeing","B777-300",
"N734CK",0,"Boeing","737-436",
"N734SA",143,"THEBOEINGCO","B-737-7H4",
"N735AT",304,"Boeing","B777-300",
"N735SA",143,"THEBOEINGCO","B-737-7H4",
"N736AT",304,"Boeing","B777-300",
"N736SA",143,"THEBOEINGCO","B-737-7H4",
"N736YX",76,"Embraer","ERJ-170-200LR",
"N737AT",94,"BOEING","B-737-7HJ",
"N737CS",0,"BOEING","737-200CARGO",
"N737JW",143,"THEBOEINGCO","B-737-7H4",
"N737KA",60,"Boeing","737-700",
"N737LE",16,"Boeing","737-75V",
"N737US",128,"Airbus","A319-112",
"N73860",216,"BoeingCo","B757-300PAX",
"N738CB",143,"THEBOEINGCO","B-737-7H4",
"N738SK",66,"Bombardier","CRJ700-2C10",
"N738US",128,"Airbus","A319-112",
"N739AX",0,"BOEING","767-200",
"N739DH",0,"Boeing","767-324",
"N739GB",143,"THEBOEINGCO","B-737-7H4",
"N739YX",76,"Embraer","ERJ-170-200LR",
"N74007",276,"BoeingCo","B777-200PAX",
"N740AX",0,"Boeing","B767-232SF",
"N740CK",0,"Boeing","747-4H6",
"N740FD",0,"AIRBUS","A-300",
"N740FX",0,"CESSNA","C-208B/3",
"N740SK",66,"Bombardier","CRJ700-2C10",
"N740SW",143,"THEBOEINGCO","B-737-7H4",
"N740UW",128,"Airbus","A319-112",
"N740YX",76,"Embraer","ERJ-170-200LR",
"N741CK",0,"Boeing","747-4H6",
"N741FD",0,"AIRBUS","A-300",
"N741FX",0,"CESSNA","C-208B/3",
"N741SA",143,"THEBOEINGCO","B-737-7H4",
"N741UW",128,"Airbus","A319-112",
"N741YX",76,"Embraer","ERJ-170-200LR",
"N742CK",0,"Boeing","747-446",
"N742FD",0,"AIRBUS","A-300",
"N742PS",128,"Airbus","A319-112",
"N742SK",66,"Bombardier","CRJ700-2C10",
"N742SW",143,"THEBOEINGCO","B-737-7H4",
"N742YX",76,"Embraer","ERJ-170-200LR",
"N743AX",,"BOEING","767-232SFCARGO",
"N743CK",0,"Boeing","747-446",
"N743FD",0,"AIRBUS","A-300",
"N743SK",66,"Bombardier","CRJ700-2C10",
"N743SW",143,"THEBOEINGCO","B-737-7H4",
"N743YX",76,"Embraer","ERJ-170-200LR",
"N744AX",0,"Boeing","B767-232SF",
"N744CK",0,"Boeing","747-446",
"N744DA",9,"Pilatus","PC-12/47COMBI",
"N744FD",0,"AIRBUS","A-300",
"N744FX",0,"CESSNA","C-208B/3",
"N744P",128,"Airbus","A319-112",
"N744SK",66,"Bombardier","CRJ700-2C10",
"N744SW",143,"THEBOEINGCO","B-737-7H4",
"N744YX",76,"Embraer","ERJ-170-200LR",
"N745CK",0,"Boeing","747-446",
"N745FD",0,"AIRBUS","A-300",
"N745FX",0,"CESSNA","C-208B/3",
"N745SK",66,"Bombardier","CRJ700-2C10",
"N745SW",143,"THEBOEINGCO","B-737-7H4",
"N745VJ",128,"Airbus","A319-112",
"N745YX",76,"Embraer","ERJ-170-200LR",
"N746FD",0,"AIRBUS","A-300",
"N746FX",0,"CESSNA","C-208B/3",
"N746JB",150,"AirbusIndustrie","A320-232",
"N746SK",66,"Bombardier","CRJ700-2C10",
"N746SW",143,"THEBOEINGCO","B-737-7H4",
"N746UW",128,"Airbus","A319-112",
"N746YX",76,"Embraer","ERJ-170-200LR",
"N747BC",0,"BOEING","B747-400",
"N747CE",2,"Douglas","C-118ACARGO",
"N747FE",0,"CESSNA","C-208B/3",
"N747FX",0,"CESSNA","C-208B/3",
"N747SA",143,"THEBOEINGCO","B-737-7H4",
"N747UW",128,"Airbus","A319-112",
"N747YX",76,"Embraer","ERJ-170-200LR",
"N74856",216,"BoeingCo","B757-300PAX",
"N748FD",0,"AIRBUS","A-300",
"N748FE",0,"CESSNA","C-208B/3",
"N748FX",0,"CESSNA","C-208B/3",
"N748SK",66,"Bombardier","CRJ700-2C10",
"N748SW",143,"THEBOEINGCO","B-737-7H4",
"N748UW",128,"Airbus","A319-112",
"N748YX",76,"Embraer","ERJ-170-200LR",
"N749AX",0,"Boeing","B767-232SF",
"N749FD",0,"AIRBUS","A-300",
"N749FE",0,"CESSNA","C-208B/3",
"N749SW",143,"THEBOEINGCO","B-737-7H4",
"N749US",128,"Airbus","A319-112",
"N749YX",76,"Embraer","ERJ-170-200LR",
"N750AN",273,"Boeing","B777-200",
"N750AX",0,"Boeing","B767-232SF",
"N750DX",8,"Cessna","CE-750X",
"N750EC",8,"Cessna","CE-750X",
"N750FD",0,"AIRBUS","A-300",
"N750FE",0,"CESSNA","C-208B",
"N750FX",0,"CESSNA","C-208B/3",
"N750SA",143,"THEBOEINGCO","B-737-7H4",
"N750SK",66,"Bombardier","CRJ700-2C10",
"N750UW",128,"Airbus","A319-112",
"N750YX",76,"Embraer","ERJ-170-200LR",
"N751AN",273,"Boeing","B777-200",
"N751CE",0,"Douglas","DC-6BCARGO",
"N751CX",42,"BOEING","757-200",
"N751FD",0,"AIRBUS","A-300",
"N751FE",0,"CESSNA","C-208B/3",
"N751FX",0,"CESSNA","C-208B/3",
"N751SK",66,"Bombardier","CRJ700-2C10",
"N751SW",143,"THEBOEINGCO","B-737-7H4",
"N751UW",128,"Airbus","A319-112",
"N751YX",76,"Embraer","ERJ-170-200LR",
"N752AN",273,"Boeing","B777-200",
"N752AX",0,"Boeing","B767-232SF",
"N752CX",42,"BOEING","757-200",
"N752FE",0,"CESSNA","C-208B/3",
"N752FX",0,"CESSNA","C-208B/3",
"N752SK",66,"Bombardier","CRJ700-2C10",
"N752SW",143,"THEBOEINGCO","B-737-7H4",
"N752US",128,"Airbus","A319-112",
"N752YX",76,"Embraer","ERJ-170-200LR",
"N753AN",273,"Boeing","B777-200",
"N753CX",42,"BOEING","757-200",
"N753FX",0,"CESSNA","C-208B/3",
"N753SK",66,"Bombardier","CRJ700-2C10",
"N753US",128,"Airbus","A319-112",
"N75410",173,"BoeingCo","B737-900PAX",
"N75425",173,"BoeingCo","B737-900ERPAX",
"N75426",173,"BoeingCo","B737-900ERPAX",
"N75428",173,"BoeingCo","B737-900ERPAX",
"N75429",173,"BoeingCo","B737-900ERPAX",
"N75432",173,"BoeingCo","B737-900ERPAX",
"N75433",173,"BoeingCo","B737-900ERPAX",
"N75435",173,"BoeingCo","B737-900ERPAX",
"N75436",173,"BoeingCo","B737-900ERPAX",
"N754AN",273,"Boeing","B777-200",
"N754CX",42,"BOEING","757-200",
